ID,Rank,Name,Symbol,Slug,Market_pairs,Added,Tags,Max_supply,Circulating_supply,Last_updated,Platform,Price,Volume,Market_cap,Hour_change,Day_change,Week_change,Last_updated_quote
131,22,Dash,DASH,dash,272,2014-02-14T00:00:00.000Z,['mineable'],18900000,9177028.47829269,2019-11-28T14:24:05.000Z,,51.3527535804,391555010.475779,471265682.0460777,0.755471,1.04254,-17.1035,2019-11-28T14:24:05.000Z
3408,23,USD Coin,USDC,usd-coin,182,2018-10-08T00:00:00.000Z,[],,455364106.967139,2019-11-28T14:24:13.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",1.0152245693,326297745.899282,462296829.3703928,-0.0638191,0.71218,0.733495,2019-11-28T14:24:13.000Z
1321,24,Ethereum Classic,ETC,ethereum-classic,224,2016-07-24T00:00:00.000Z,['mineable'],210000000,115443706,2019-11-28T14:24:07.000Z,,3.98301534738,560914999.827269,459814052.75642455,0.0384562,2.70107,-6.17641,2019-11-28T14:24:07.000Z
2566,25,Ontology,ONT,ontology,107,2018-03-08T00:00:00.000Z,[],,637351170,2019-11-28T14:24:10.000Z,,0.647488211653,106854666.263273,412677369.25824714,-0.100646,3.64322,-4.40437,2019-11-28T14:24:10.000Z
3077,26,VeChain,VET,vechain,85,2017-08-22T00:00:00.000Z,[],,55454734800,2019-11-28T14:24:11.000Z,,0.00655228895046,90144188.0838407,363355446.0807296,0.225784,1.85354,12.594,2019-11-28T14:24:11.000Z
3296,27,MINDOL,MIN,mindol,13,2019-03-29T00:00:00.000Z,[],,141690716,2019-11-28T14:24:12.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5d64d850c8368008afb39224e92ad0dceff3cf38'}",2.51641061102,6063398.87447091,356552021.2254213,-0.155977,10.7458,30.5316,2019-11-28T14:24:12.000Z
3635,28,Crypto.com Coin,CRO,crypto-com-coin,38,2018-12-14T00:00:00.000Z,[],,11973515981.7352,2019-11-28T14:24:13.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b'}",0.0291156532097,4353291.9236103,348616739.0250027,0.179374,4.76583,-10.3057,2019-11-28T14:24:13.000Z
873,29,NEM,XEM,nem,96,2015-04-01T00:00:00.000Z,[],,8999999999,2019-11-28T14:24:04.000Z,,0.0370328863758,41905730.8072698,333295977.34516716,0.0731185,2.25919,-4.19564,2019-11-28T14:24:04.000Z
74,30,Dogecoin,DOGE,dogecoin,289,2013-12-15T00:00:00.000Z,['mineable'],,122244140680.222,2019-11-28T14:24:05.000Z,,0.00233719639399,93735740.1183301,285708564.7842211,-0.0725904,2.10572,-4.15658,2019-11-28T14:24:05.000Z
1697,31,Basic Attention Token,BAT,basic-attention-token,161,2017-06-01T00:00:00.000Z,[],,1356449188.9763,2019-11-28T14:24:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d8775f648430679a709e98d2b0cb6250d2887ef'}",0.208279761215,62047940.6521698,282520913.1802642,0.0392259,3.22477,-7.33711,2019-11-28T14:24:07.000Z
1437,32,Zcash,ZEC,zcash,223,2016-10-29T00:00:00.000Z,['mineable'],,7949543.75,2019-11-28T14:24:07.000Z,,28.9422203529,175969141.77633,230077446.917519,-0.428819,1.95492,-9.91323,2019-11-28T14:24:07.000Z
2586,33,Synthetix Network Token,SNX,synthetix-network-token,7,2018-03-14T00:00:00.000Z,[],,148336454.075791,2019-11-28T14:24:10.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a72400e58ecd99ee497cf89e3775d4bd732f'}",1.50147070934,784823.721986743,222722840.92215824,2.53654,6.54663,34.1816,2019-11-28T14:24:10.000Z
3330,34,Paxos Standard,PAX,paxos-standard,97,2018-09-27T00:00:00.000Z,[],,208098011.128255,2019-11-28T14:24:12.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8e870d67f660d95d5be530380d0ec0bd388289e1'}",1.0158906002,260153957.019991,211404813.42550927,0.212791,0.943049,0.669604,2019-11-28T14:24:12.000Z
1168,35,Decred,DCR,decred,47,2016-02-10T00:00:00.000Z,['mineable'],21000000,10738518.4885218,2019-11-28T14:24:05.000Z,,18.199511931,12501801.8196297,195435795.35311657,-1.31134,2.63103,-5.00675,2019-11-28T14:24:05.000Z
3662,36,HedgeTrade,HEDG,hedgetrade,8,2019-01-03T00:00:00.000Z,[],,288114855.057208,2019-11-28T14:24:13.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xF1290473E210b2108A85237fbCd7b6eb42Cc654F'}",0.649769037438,275901.999823004,187208112.04211092,-0.937256,4.02459,0.316186,2019-11-28T14:24:13.000Z
1684,37,Qtum,QTUM,qtum,177,2017-05-24T00:00:00.000Z,[],107822406,96196844.0484598,2019-11-28T14:24:07.000Z,,1.83978947312,354808717.300995,176981941.02772266,0.51308,9.69886,2.54656,2019-11-28T14:24:07.000Z
2563,38,TrueUSD,TUSD,trueusd,148,2018-03-06T00:00:00.000Z,[],,162957949.91,2019-11-28T14:24:10.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000085d4780B73119b644AE5ecd22b376'}",1.01319794663,309188029.006179,165108660.2358464,0.0272182,0.709782,0.548293,2019-11-28T14:24:10.000Z
1896,39,0x,ZRX,0x,178,2017-08-16T00:00:00.000Z,[],,602160071.148669,2019-11-28T14:24:08.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe41d2489571d322189246dafa5ebde1f4699f498'}",0.27301059335,35204558.4652237,164396078.31597635,0.945525,9.12553,8.05199,2019-11-28T14:24:08.000Z
2585,40,Centrality,CENNZ,centrality,2,2018-03-13T00:00:00.000Z,[],,1069176371.64951,2019-11-28T14:24:10.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1122b6a0e00dce0563082b6e2953f3a943855c1f'}",0.150392860365,545008.854405722,160796492.7670421,-0.276274,8.30678,-11.0203,2019-11-28T14:24:10.000Z
2682,41,Holo,HOT,holo,62,2018-04-29T00:00:00.000Z,[],,161294841454.214,2019-11-28T14:24:10.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c6ee5e31d828de241282b9606c8e98ea48526e2'}",0.000833165247769,10907658.3351008,134385256.54406175,-0.0219039,3.09215,-3.12003,2019-11-28T14:24:10.000Z
1104,42,Augur,REP,augur,69,2015-10-27T00:00:00.000Z,[],,11000000,2019-11-28T14:24:05.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9b6ad760e32412f4a445e862'}",11.3287163085,9414407.68913713,124615879.3935,0.273832,1.48193,-1.31872,2019-11-28T14:24:05.000Z
4030,43,Algorand,ALGO,algorand,59,2019-06-20T00:00:00.000Z,['mineable'],,448119532.715235,2019-11-28T14:24:14.000Z,,0.260468769261,113064033.431773,116721143.16815168,-1.92095,16.367,7.72758,2019-11-28T14:24:14.000Z
2083,44,Bitcoin Gold,BTG,bitcoin-gold,84,2017-10-23T00:00:00.000Z,['mineable'],21000000,17513923.589,2019-11-28T14:24:08.000Z,,6.62284902299,10717190.1451559,115992071.73013017,-0.170329,3.88265,-6.85081,2019-11-28T14:24:08.000Z
2577,45,Ravencoin,RVN,ravencoin,46,2018-03-10T00:00:00.000Z,['mineable'],21000000000,4952390000,2019-11-28T14:24:10.000Z,,0.0228666186668,6133052.57094355,113244413.61927365,0.159406,3.43751,-1.54871,2019-11-28T14:24:10.000Z
1567,46,Nano,NANO,nano,50,2017-03-06T00:00:00.000Z,[],133248297.197,133248297.197,2019-11-28T14:24:06.000Z,,0.837078102757,2764481.90795393,111539231.81326564,-0.0325187,2.38694,-4.20609,2019-11-28T14:24:06.000Z
1808,47,OmiseGO,OMG,omisego,204,2017-07-14T00:00:00.000Z,[],,140245398.245133,2019-11-28T14:24:08.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd26114cd6EE289AccF82350c8d8487fedB8A0C07'}",0.783507595376,51076628.766659,109883334.74159366,0.53689,2.26049,-6.33718,2019-11-28T14:24:08.000Z
2453,48,EDUCare,EKT,educare,6,2018-01-23T00:00:00.000Z,[],,1000000000,2019-11-28T14:24:09.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4ecdb6385f3db3847f9c4a9bf3f9917bb27a5452'}",0.105245629734,5350867.81594938,105245629.73400001,-0.495147,-1.03129,25.6359,2019-11-28T14:24:09.000Z
3704,49,V Systems,VSYS,v-systems,33,2019-03-05T00:00:00.000Z,[],,1862217790,2019-11-28T14:24:13.000Z,,0.0554054382452,2371514.98390984,103176992.76295783,-1.29378,7.43237,-15.9321,2019-11-28T14:24:13.000Z
2830,50,Seele,SEELE,seele,14,2018-05-31T00:00:00.000Z,[],,699462206.289478,2019-11-28T14:24:11.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0'}",0.145205874509,44322877.4597322,101566021.3502582,0.0714604,8.41922,2.90063,2019-11-28T14:24:11.000Z
3437,51,ABBC Coin,ABBC,abbc-coin,39,2018-10-12T00:00:00.000Z,['mineable'],,556626634.357622,2019-11-28T14:24:12.000Z,,0.17994992763,46480318.0965863,100164922.56958456,0.137475,-0.0517656,-11.2997,2019-11-28T14:24:12.000Z
3351,52,ZB,ZB,zb,10,2018-09-27T00:00:00.000Z,[],,463288810,2019-11-28T14:24:12.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbd0793332e9fb844a52a205a233ef27a5b34b927'}",0.191488059677,231162149.862446,88714275.29696631,-0.190732,0.613401,-18.1128,2019-11-28T14:24:12.000Z
109,53,DigiByte,DGB,digibyte,79,2014-02-06T00:00:00.000Z,['mineable'],21000000000,12540459200.0776,2019-11-28T14:24:04.000Z,,0.00706778132641,1454926.24401327,88633223.35891496,0.307196,6.04075,-1.05475,2019-11-28T14:24:04.000Z
2308,54,Single Collateral DAI ,SAI,single-collateral-dai,81,2017-12-24T00:00:00.000Z,[],,85167642.7178077,2019-11-28T14:24:09.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359'}",1.01164163386,4313291.17069736,86159133.23104772,-0.0168303,0.0602775,0.464273,2019-11-28T14:24:09.000Z
1521,55,Komodo,KMD,komodo,23,2017-02-05T00:00:00.000Z,['mineable'],200000000,117136671.29544,2019-11-28T14:24:06.000Z,,0.72072934198,3627084.34426321,84423836.02449003,0.816131,4.86256,-1.3449,2019-11-28T14:24:06.000Z
1214,56,Lisk,LSK,lisk,62,2016-04-06T00:00:00.000Z,[],,121726964.812821,2019-11-28T14:24:06.000Z,,0.693076334129,1143899.04089935,84366078.53711976,-3.13479,3.82449,-2.82008,2019-11-28T14:24:06.000Z
2087,57,KuCoin Shares,KCS,kucoin-shares,15,2017-10-24T00:00:00.000Z,[],,82363551,2019-11-28T14:24:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x039b5649a59967e3e936d7471f9c3700100ee1ab'}",0.997983980126,5400410.81066795,82197504.44429079,-0.239153,4.71673,-10.1031,2019-11-28T14:24:07.000Z
1866,58,Bytom,BTM,bytom,49,2017-08-08T00:00:00.000Z,['mineable'],,1002499275,2019-11-28T14:24:07.000Z,,0.0761726610153,12584232.0261537,76363037.44265902,-0.497993,6.33867,-12.951,2019-11-28T14:24:07.000Z
4195,59,FTX Token,FTT,ftx-token,13,2019-07-31T00:00:00.000Z,[],,52398179.9327723,2019-11-28T14:24:14.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9'}",1.45657724484,6556696.57509221,76321996.56110805,-0.109979,3.54694,1.97532,2019-11-28T14:24:14.000Z
4279,60,Swipe,SXP,swipe,9,2019-08-26T00:00:00.000Z,[],,61135911.166,2019-11-28T14:24:14.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9'}",1.22200605252,7350244.02773579,74708453.47117706,-0.144566,4.49681,0.840202,2019-11-28T14:24:14.000Z
3155,61,Quant,QNT,quant,18,2018-08-10T00:00:00.000Z,[],,12072738,2019-11-28T14:24:12.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4a220e6096b25eadb88358cb44068a3248254675'}",6.13735388302,3129737.25122655,74094665.4429831,0.39257,5.60314,0.299351,2019-11-28T14:24:12.000Z
4172,62,LUNA,LUNA,luna,10,2019-07-26T00:00:00.000Z,[],,287765804.430561,2019-11-28T14:24:14.000Z,,0.256446481463,1184741.01021149,73796528.03158714,-1.73943,11.1093,-15.1644,2019-11-28T14:24:14.000Z
2222,63,Bitcoin Diamond,BCD,bitcoin-diamond,25,2017-11-24T00:00:00.000Z,['mineable'],210000000,186492897.953,2019-11-28T14:24:08.000Z,,0.391690086781,17366636.5659551,73047419.38325074,0.706842,3.09851,-7.08572,2019-11-28T14:24:08.000Z
2416,64,THETA,THETA,theta,30,2018-01-17T00:00:00.000Z,[],,870502690,2019-11-28T14:24:09.000Z,,0.0806466565501,1418805.07672894,70203131.46636817,1.12272,5.06281,-2.89557,2019-11-28T14:24:09.000Z
2099,65,ICON,ICX,icon,62,2017-10-27T00:00:00.000Z,[],,506622647.816308,2019-11-28T14:24:08.000Z,,0.138441673317,6453698.01616732,70137687.10397886,0.241259,3.50351,-4.93785,2019-11-28T14:24:08.000Z
2405,66,IOST,IOST,iostoken,84,2018-01-16T00:00:00.000Z,[],,12013965608.8475,2019-11-28T14:24:09.000Z,,0.00572251820753,31799526.5367041,68750136.94126907,-0.222361,7.61805,2.0057,2019-11-28T14:24:09.000Z
3718,67,BitTorrent,BTT,bittorrent,131,2019-01-31T00:00:00.000Z,[],,212116500000,2019-11-28T14:24:13.000Z,"{'id': 1958, 'name': 'TRON', 'symbol': 'TRX', 'slug': 'tron', 'token_address': '1002000'}",0.000323466871325,110929851.139877,68612660.61140937,0.0395263,4.18754,-9.55853,2019-11-28T14:24:13.000Z
1042,68,Siacoin,SC,siacoin,38,2015-08-26T00:00:00.000Z,['mineable'],,41817047634,2019-11-28T14:24:04.000Z,,0.00162787792382,2542205.44776525,68073048.68271796,0.814419,4.47847,-5.08088,2019-11-28T14:24:04.000Z
693,69,Verge,XVG,verge,59,2014-10-25T00:00:00.000Z,['mineable'],16555000000,16076167229.1206,2019-11-28T14:24:04.000Z,,0.00421503379318,3114696.07928815,67761588.1355562,-0.341301,7.70154,7.82835,2019-11-28T14:24:04.000Z
1776,70,MCO,MCO,crypto-com,57,2017-07-03T00:00:00.000Z,[],,15793831.0949625,2019-11-28T14:24:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb63b606ac810a52cca15e44bb630fd42d8d1d83d'}",4.09852245799,43834932.4109385,64731371.440404594,-0.0960314,4.85028,-1.08317,2019-11-28T14:24:07.000Z
1274,71,Waves,WAVES,waves,142,2016-06-02T00:00:00.000Z,[],,100453798,2019-11-28T14:24:06.000Z,,0.627840202024,14913521.6391553,63068932.83039809,1.06804,3.45775,-6.95756,2019-11-28T14:24:06.000Z
3890,72,Matic Network,MATIC,matic-network,32,2019-04-28T00:00:00.000Z,[],,2491736651,2019-11-28T14:24:14.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0'}",0.025146328987,57022377.1733348,62658029.5750116,0.392768,5.85589,79.271,2019-11-28T14:24:14.000Z
213,73,MonaCoin,MONA,monacoin,22,2014-03-20T00:00:00.000Z,['mineable'],,65729674.8711679,2019-11-28T14:24:04.000Z,,0.919733891182,758378.473940238,60453809.63538697,0.0405966,1.11933,-4.01816,2019-11-28T14:24:04.000Z
463,74,BitShares,BTS,bitshares,84,2014-07-21T00:00:00.000Z,[],3600570502,2748620000,2019-11-28T14:24:04.000Z,,0.0214989033523,1384208.2341545,59092315.73219883,-0.29011,4.00395,-6.05118,2019-11-28T14:24:04.000Z
372,75,Bytecoin,BCN,bytecoin-bcn,11,2014-06-17T00:00:00.000Z,['mineable'],184470000000,184066828814.059,2019-11-28T14:24:04.000Z,,0.000311806402007,3758.60262800099,57393215.621350124,-4.291,-2.1321,-9.02777,2019-11-28T14:24:04.000Z
1637,76,iExec RLC,RLC,rlc,16,2017-04-20T00:00:00.000Z,[],,80070793.2387674,2019-11-28T14:24:06.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x607f4c5bb672230e8672085532f7e901544a7375'}",0.700121758459,1624617.04777423,56059304.563532844,-0.186973,10.2857,3.1421,2019-11-28T14:24:06.000Z
291,77,MaidSafeCoin,MAID,maidsafecoin,6,2014-04-28T00:00:00.000Z,[],,452552412,2019-11-28T14:24:03.000Z,"{'id': 83, 'name': 'Omni', 'symbol': 'OMNI', 'slug': 'omni', 'token_address': '3'}",0.119654117679,357400.032377352,54149759.561363295,-0.196274,10.9829,4.4328,2019-11-28T14:24:03.000Z
1903,78,HyperCash,HC,hypercash,32,2017-08-20T00:00:00.000Z,['mineable'],84000000,44440566.593052,2019-11-28T14:24:07.000Z,,1.21552988978,2609348.05546603,54018837.012613244,0.413974,4.01796,-14.9545,2019-11-28T14:24:07.000Z
2694,79,Nexo,NEXO,nexo,21,2018-05-01T00:00:00.000Z,[],,560000011,2019-11-28T14:24:10.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206'}",0.0950059299031,8341144.70440919,53203321.79080123,-0.620047,3.51103,-4.02771,2019-11-28T14:24:10.000Z
3139,80,DxChain Token,DX,dxchain-token,8,2018-08-10T00:00:00.000Z,[],,49999999999.6862,2019-11-28T14:24:11.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x973e52691176d36453868D9d86572788d27041A9'}",0.00106081069549,1071746.68536652,53040534.77416712,3.01367,1.15101,-23.5938,2019-11-28T14:24:11.000Z
1320,81,Ardor,ARDR,ardor,25,2016-07-23T00:00:00.000Z,[],998999495,998999495,2019-11-28T14:24:05.000Z,,0.0520962778363,2425202.84562186,52044155.24984339,-0.640169,1.06306,7.86726,2019-11-28T14:24:05.000Z
2441,82,Molecular Future,MOF,molecular-future,11,2018-01-20T00:00:00.000Z,[],,43977788.5443959,2019-11-28T14:24:09.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x653430560be843c4a3d143d0110e896c2ab8ac0d'}",1.1603164769,24383083.5899863,51028152.66568664,3.67448,8.18989,42.6548,2019-11-28T14:24:09.000Z
4079,83,Silverway,SLV,silverway,5,2019-07-03T00:00:00.000Z,[],,100000000,2019-11-28T14:24:14.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4c1c4957d22d8f373aed54d0853b090666f6f9de'}",0.503947342614,7003455.05703425,50394734.2614,0.381142,-12.6169,-40.2761,2019-11-28T14:24:14.000Z
1230,84,Steem,STEEM,steem,33,2016-04-18T00:00:00.000Z,[],,352474487.906,2019-11-28T14:24:05.000Z,,0.140067448885,3346309.38548112,49370202.31804021,-0.391676,-0.358627,10.1343,2019-11-28T14:24:05.000Z
1700,85,Aeternity,AE,aeternity,51,2017-06-01T00:00:00.000Z,['mineable'],,292544442.5,2019-11-28T14:24:06.000Z,,0.163933370929,20906096.3797686,47957796.60557002,-0.0522244,3.90745,-9.15324,2019-11-28T14:24:06.000Z
3724,86,SOLVE,SOLVE,solve,9,2019-02-04T00:00:00.000Z,[],1000000000,327423172.424021,2019-11-28T14:24:13.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x446c9033e7516d820cc9a2ce2d0b7328b579406f'}",0.143661841536,4879558.26355826,47038215.911994115,-0.0141864,24.0486,31.1883,2019-11-28T14:24:13.000Z
2469,87,Zilliqa,ZIL,zilliqa,104,2018-01-25T00:00:00.000Z,['mineable'],,8687360058.0875,2019-11-28T14:24:09.000Z,,0.00536955778947,10254476.3209484,46647281.86983429,-0.278664,4.98916,0.677397,2019-11-28T14:24:09.000Z
